"entidad","municipio","clave_1","clave_2","razon_social","ubicacion","colonia","cp","telefono","correo","inicio_operaciones","magna","premium","diesel","latitude","longitude"
"MEXICO","TOLUCA","E00960",106633,"SERVICIO BOMONT, S.A DE C.V","KM 61.5 CARRET. MÉXICO-TOLUCA","STA. ANA TLAPALTITLAN","50160","(722)2 75 05 45","sbomont_@hotmail.com","10-Sep-92","S","S","N",19.2801046,-99.6402678
"MEXICO","TOLUCA","E00962",106601,"SUMINISTROS COMBUSTIBLES MORELOS, SA DE CV","AV. MORELOS OTE. NO. 1046","CENTRO","00000","722 2178471","scmorelos@hotmail.com","10-Sep-92","S","S","N",19.2883139,-99.6491945
"MEXICO","TOLUCA","E00963",106645,"SERVICIO NIETO, SA DE CV","ISABEL LA CATOLICA NO. 215","REFORMA","50090","2142522","servicionieto@hotmail.com","26-Oct-92","S","S","N",19.4087209,-99.1393382
"MEXICO","TOLUCA","E00964",106652,"SERVICIO EL RETEN, S.A DE C.V","PINO SUAREZ NO. 601 SUR","CENTRO","00000","015552509095","elreten@grupocyma.com.mx","12-Apr-94","S","S","N",17.0616991,-96.720482
"MEXICO","TOLUCA","E00965",106625,"CARLOS BALLINA ESCARTIN E HIJOS, S.A. DE C.V.","AV. HIDALGO PONIENTE NO.1001",".","00000","017222151530 2131372","sterronr_cbgrupo.com.mx","13-Jan-93","S","S","S",19.4833792,-99.2062318
"MEXICO","TOLUCA","E00970",106627,"SERVICIO JUSTO GARCIA FLORES,S. DE .R.L. DE C.V.","MIGUEL HIDALGO PTE. NO. 1124","CENTRO","00000","01722-2130668","garoaa@hotmail.com","12-May-93","S","S","N",18.1432795,-94.4279089
"MEXICO","TOLUCA","E02757",106623,"SERVICIO PONTEVEDRA, S.A DE C.V","CALZ. AL PACIFICO # 101","S/D","50250",".","manoloperez_corporativo@hotmail.com","6-May-93","S","S","S",19.2537411,-99.7326619
"MEXICO","TOLUCA","E03285",106580,"ESTACION DE SERVICIO TERAMO, S.A. DE C.V.","VÍA LÓPEZ PORTILLO S/N KM 8","NICOLÁS TOLENTINO","50200","55 19905316","es3285@corpogas.com.mx, gerardo@corpogas.com.mx, f","8-Jun-94","S","S","S",19.3303936,-99.0730307
"MEXICO","TOLUCA","E03303",106620,"SUPER SERVICIO TOLLOCAN,S.A. DE C.V.","KM.3.5 CARR. TOLUCA-QUERETARO ENTR.A CALIXTLAHUACA",".","50200","722 2868612","sst1sa@prodigy.net.mx","13-Jan-93","S","S","S",19.3424852,-99.6661561
"MEXICO","TOLUCA","E03335",106644,"ENRIQUE MATA VARGAS Y VICTOR MATA VARGAS","KM. 18+500 CARR. MEXICO-SANTIAGO TIANGUISTENCO",".","00000","","","21-Sep-92","S","S","S",19.205534,-99.5036713
"MEXICO","TOLUCA","E04445",106569,"OPERAGAS, S.A. DE C.V.","VIALIDAD SOLIDARIDAD NO. 605,SANTA ANA TLAPALTITLA",".","00000","017 2124231","direccion@operagas.com","22-Feb-96","S","S","S",19.2745623,-99.6258412
"MEXICO","TOLUCA","E04466",106658,"MARIA DEL CARMEN URRUTIA VAZQUEZ","HERIBERTO ENRIQUEZ NO. 1010","AZTECA","50180","","","20-Feb-96","S","S","N",19.2678996,-99.646359
"MEXICO","TOLUCA","E04574",106605,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","ADOLFO LÓPEZ MATEOS 1226","SAN MATEO OXTOTITLAN","50100","5262 38 00","vruiz@hidrosina.com.mx","23-Aug-96","S","S","S",19.2882926,-99.6873534
"MEXICO","TOLUCA","E04674",106660,"SERVICIO VASA, SA DE CV","HERIBERTO ENRIQUEZ NO. 1017","AZTECA","50180","01722 2172347","vasa1@prodigy.net.mx","27-Jan-97","S","S","S",19.2678996,-99.646359
"MEXICO","TOLUCA","E04719",106594,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","BLVD. MIGUEL ALEMAN NO. 105","POB. DE SAN PEDRO TOTOLTEPEC","50200","5262 38 00","vruiz@hidrosina.com.mx","10-Mar-97","S","S","S",19.3124973,-99.5725967
"MEXICO","TOLUCA","E04860",106604,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","PASEO TOLLOCAN KM. 56","LOC. SAN PEDRO TOTOLTEPEC","50200","5262 38 00","vruiz@hidrosina.com.mx","11-Nov-97","S","S","S",19.3124973,-99.5725967
"MEXICO","TOLUCA","E05341",108689,"SERVICIO SERRANO, SA DE CV","GMO MENES SERVIN # 403 Y SOLIDARIDAD LAS TORRES","MODERNA DE LA CRUZ","50180","7222704113","serrano@meigascorp.com","8-Mar-99","S","S","S",19.2681743,-99.6531456
"MEXICO","TOLUCA","E05447",108880,"SERVICIO NEVADO, SA DE CV","CALZ. AL PACIFICO KM 2.4","SAN BUENAVENTURA","52250","2803780","nevadoes5447@hotmail.com","2-Sep-99","S","S","N",19.2537411,-99.7326619
"MEXICO","TOLUCA","E05581",109113,"ESTACION SAN BUENAVENTURA, SA DE CV","AV. SOLIDARIDAD LAS TORRES # 2971","GUADALUPE SAN BUENAVENTURA","50110","2748302  y  3185139","serviciovazquez@hotmail.com","20-Jan-00","S","S","N",19.3018627,-98.8590202
"MEXICO","TOLUCA","E05728",109416,"ORVI COMBUSTIBLES, S. A. DE C. V.","JUAN JOSE MTZ. DE LOS REYES # 900","LOC. SAN MATEO OTZACATIPAN","50200","722 2707030 2707031","orviarza@prodigy.net.mx","27-Sep-00","S","S","S",19.3272033,-99.6045899
"MEXICO","TOLUCA","E05781",109513,"ESTACION EL TUNEL, S.A DE C.V","BLVD. ALFREDO DEL MAZO # 401","INDEPENDENCIA","50070","214 49 96","estacioneltunel@hotmail.com","6-Oct-00","S","S","S",19.2922406,-98.940356
"MEXICO","TOLUCA","E06148",110230,"MARIO Y MANUEL TORRES DE LIRA","MELCHOR OCAMPO SUR # 101","LA MERCED","50080","","","17-Jan-02","S","S","N",19.290397,-99.6611068
"MEXICO","TOLUCA","E06203",110323,"SUPER SERVICIO MITE, S.A. DE C.V.","PASEO TOLLOCAN ESQ. IGNACIO ZARAGOZA # 808 Y 804","SANTA ANA TLAPALTITLAN","50160","017222805003","mite01@prodigy.net.mx","30-Nov-01","S","S","S",19.286604,-99.616459
"MEXICO","TOLUCA","E06481",110601,"GASOLINERIA TOLUCA, S.A. DE C.V.","AV. JOSE LOPEZ PORTILLO ESQ. MIGUEL ALEMAN # 1201","SAN MATEO OTZACATIPAN","50200","5-3-00-41-50","es6481@corpogas.com.mx, gerardo@corpogas.com.mx, f","28-Nov-02","S","S","S",19.3272033,-99.6045899
"MEXICO","TOLUCA","E06653",110773,"SERVICIO TOTOLTEPEC, S.A. DE C.V.","AV. VICENTE LOMBARDO TOLEDANO # 906","SAN PEDRO TOTOLTEPEC","50200","01-722-5408922","es6653t@yahoo.com.mx","2-Dec-02","S","S","S",19.3062926,-99.60908
"MEXICO","TOLUCA","E07539",111659,"REYDA SERVICIOS S.A. DE C.V.","AV. 5 DE MAYO NO. 800","VALLE DON CAMILO","52140","2107048  2107147 044","reydaservicios@hotmail.com","29-Dec-04","S","S","N",19.2747958,-99.634452
"MEXICO","TOLUCA","E07674",111794,"ANTONIO ENRIQUE CONZUELO CABALLERO","AV. INDEPENDENCIA NO. 1700","ZONA INDUSTRIAL","50080","","","28-Oct-04","S","S","N",19.2304527,-98.9243387
"MEXICO","TOLUCA","E08351",112471,"GASOLINERA LUNA, S.A. DE C.V.","VIA SOLIDARIDAD LAS TORRES NO. 2005","SAN MATEO OXTOTITLAN","50110","017222748359","gasolineraluna@hotmail.com","6-Dec-05","S","S","S",19.2669894,-99.6540209
"MEXICO","TOLUCA","E08420",112540,"GASOLINERIA PERMO, S.A. DE C.V.","AV. JOSE MARIA LUIS MORA NUMERO 148","OCHO CEDROS","50170","(01722)2778199","permo8420@hotmail.com","29-Mar-06","S","S","N",19.2600986,-99.6661561
"MEXICO","TOLUCA","E08494",112614,"SERVICIO MINO, S.A. DE C.V.","AV. PASEO COLON NO. 804","OCHO CEDROS","50170","01722 2234861 / 62","serviciomino@hotmail.com","13-Jun-06","S","S","S",19.2600986,-99.6661561
"MEXICO","TOLUCA","E08640",112760,"ECV, S.A. DE C.V.","VIALIDAD TOLUCA-NAUCALPAN NO. 732","SAN MATEO OTZACATIPAN","50200","(722) 171-41-75","ecv8640@yahoo.com.mx","31-Jul-06","S","S","N",19.3272033,-99.6045899
"MEXICO","TOLUCA","E09085",113205,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","BLVD. ALFREDO DEL MAZO NUM. 663","EJIDO BUENA VISTA, SAN LORENZO","50010","5262 38 00","vruiz@hidrosina.com.mx","24-Jun-08","S","S","N",31.7185257,-106.4297377
"MEXICO","TOLUCA","E09106",113226,"SERVICIO DAYCO, S.A. DE C.V.","JOSE MARIA PINO SUAREZ NO. 438, 440 Y 442","SANTA MARIA DE LAS ROSAS","50190","2153311","jorge.pedraza@servicioelarco.com","29-Oct-07","S","S","N",19.270135,-99.6405298
"MEXICO","TOLUCA","E09294",113414,"SERVICIO RUGA, S.A. DE C.V.","CAMINO A OCOTITLAN NO.182","LAS MARGARITAS","50180","722 2802280","servicioruga@gmail.com","9-Jun-08","S","S","S",19.2467637,-99.6317956
"MEXICO","TOLUCA","E09373",113493,"GASOLINERIA EL TEXANO, S.A. DE C.V.","AVENIDA VICENTE GUERRERO # 417","FEDERAL","50120","017222777976","jose.micha@maquinadosmico.com","11-Apr-08","S","S","N",19.2770266,-99.6693563
"MEXICO","TOLUCA","E09664",113784,"SERVICIO NINFAS, S.A. DE C.V.","PASEO TOLLOCAN # 908-904 Y MARIANO MATAMOROS # 419","SANTA ANA TLAPALTITLAN","50160","01-722-2107395","servicioninfas@hotmail.com","19-Mar-09","S","S","N",19.2810822,-99.6562789
"MEXICO","TOLUCA","E09920",114040,"ESTACION DE SERVICIO 09920, S.A DE C.V","JOSE MARTI # 151","BARRIO DE TLACOPA","50010","01 722 2728472","geocar@live.com.mx","29-Dec-09","S","S","S",19.3045383,-99.6371598
"MEXICO","TOLUCA","E09952",114072,"SUPER SERVICIO GEO VILLAS, S.A. DE C.V.","AVENIDA VICENTE LOMBARDO TOLEDANO # 548","EJIDO LA CRESPA","50016","01722-5240243","es9952geovillas@yahoo.com.mx","13-Nov-09","S","S","N",19.3178503,-99.6035176
"MEXICO","TOLUCA","E10223",114343,"SERVICIO LAS FACULTADES, S.A. DE C.V.","LAGUNA TITICACA 510","NUEVA OXTOTITLAN","50100","278 8726   2788729","gustavotellahenkel@hotmail.com","23-Feb-10","S","S","S",19.2827481,-99.6828675
"MEXICO","TOLUCA","E10621",114741,"SERVICIO SOL PACIFICO, S.A. DE C.V.","JOSE MARIA LUIS MORA (CALZADA PACIFICO) 1312","SAN ANTONIO BUENAVISTA","50266","722 2741866","noviembre-07046@hotmail.com","25-Jan-11","S","S","S",19.5595112,-99.1383513
"MEXICO","TOLUCA","E10671",114791,"SERVICIO CUBIJA II, S.A. DE C.V.","INSURGENTES # 516","SANTIAGO TLAXOMULCO","50280","01722 5409962/54","cubija2@hotmail.com","22-Aug-11","S","S","S",19.3159091,-99.6696802
"MEXICO","TOLUCA","E10859",114979,"SUPER SERVICIO TOLUCA, S.A. DE C.V.","PASEO MATLAZINCAS 325","UNION","50040","167 3211","jcpmerelles@hotmail.com","24-Jan-12","S","S","S",19.2977848,-99.665345
"MEXICO","TOLUCA","E10914",115034,"MADINAT, S.A. DE C.V.","PASEO DE SAN BUENAVENTURA NO. 201","VICENTE GUERRERO","50110","722 2132801","mad@grupogarel.com","14-Oct-11","S","S","N",19.2815727,-99.6735017
"MEXICO","TOLUCA","E11436",115556,"JUAN CARLOS PEREZ MERELLES","FELIPE VILLANUEVA 1116","MORELOS SEGUNDA SECCION","50120","","","1-Oct-12","S","S","N",19.2744213,-99.6659924
"MEXICO","TOLUCA","E11438",115558,"SERVICIO ALVITE, S.A. DE C.V.","PASEO TOLLOCAN # 1371","SANTA MARIA TOTOLTEPEC","50200","7222359292","alvarocendon@hotmail.com","41183","S","S","S",19.2863232,-99.576386
"MEXICO","TOLUCA","E11486",115606,"SERVICIOS ENERGETICOS MEXIQUENSES, S.A. DE C.V.","BLVD. MIGUEL ALEMAN 407","SAN PEDRO TOTOLTEPEC","50200","015517982410","","41372","S","S","S",19.2743873,-99.5549353
"MEXICO","TOLUCA","E11500",115620,"SERVICIO ACORUNA S.A. DE C.V.","BOULEVARD ALFREDO DEL MAZO # 928","SANTIAGO MILTEPEC","50020","7221801263","manuel@bocgas.com.mx","14-Dec-12","S","S","S",19.3009012,-98.9391175
"MEXICO","TOLUCA","E11884",116004,"GASOLINERA RENOVACION, S.A. DE C.V.","JOSE MARIA PINO SUAREZ NO. 2001","LA MAGDALENA OCOTITLAN","50190","722 219 00 09","gasrenovacion@gmail.com","24-Apr-14","S","S","N",19.270135,-99.6405298
"MEXICO","TOLUCA","E11946",116066,"GASOLINERA VALLE DEL TENESI, S.A. DE C.V.","VIALIDAD JOSE MARIA LUIS MORA 1110","CACALOMACAN","50250","7222153853","crm_51@hotmail.com","","S","S","S",19.2493489,-99.7023684
"MEXICO","TOLUCA","E12048",116168,"GRUSIJEL, S.A. DE C.V.","BOULEVARD MIGUEL ALEMAN # 307","SAN NICOLAS TOLENTINO","50230","55 42 03 25","simonromano@gmail.com","","N","N","N",20.6077209,-103.4347303
"MEXICO","TOLUCA","E12172",116292,"AUTOMOTRIZ HF, S.A. DE C.V.","CARRETERA MEXICO-TOLUCA KM 48.70","","","7222171130","jcpmerelles@hotmail.com","","N","N","N",19.2822921,-99.5840414
"MEXICO","TOLUCA","J01167",1400113,"CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V.","AV. CUAUHTEMOC NO. 140","EL CARMEN","50200","(722) 1979304","","7-Aug-97","N","N","S",19.8149194,-97.3619346
"MEXICO","TOLUCA","J01251",1400367,"AUTOTRANSP. DE PASAJEROS MEXICO-TOLUCA-SN L. MEXTEPEC-QRO, FLECHA ROJA, SA DE CV","VENUSTIANO CARRANZA NO. 602","UNIVERSIDAD","50130","52779971","maavitu@grupoflecharoja.com.mx","9-May-03","N","N","S",19.2789295,-99.6487019
"MEXICO","TOLUCA","J01430",1400546,"ESTACION DE SERVICIOS Y SUPERVISION TOLUCA, S.A. DE C.V.","FELIPE BERRIOZABAL NO. 101 INT. 101","VALLE VERDE","50140","01 722 217 01 96","estaserv@hotmail.com","23-Sep-13","N","N","S",19.2780015,-99.6438908
"MEXICO","TONATICO","E06068",110127,"ORVI COMBUSTIBLES, S. A. DE C. V.","AV. ADOLFO LOPEZ MATEOOS S/N","BARRIO DE SAN SEBASTIAN","51950","722 2707030 2707031","orviarza@prodigy.net.mx","13-Jul-01","S","S","S",19.2580618,-99.579329
"MEXICO","TULTEPEC","E00287",108180,"ESTACION DE SERVICIO GOMSOL, S.A. DE C.V.","FRANCISCO I. MADERO NO. 2","Barrio Nepantla","54960","24600688-42037439","gomsol_sa@hotmail.com","27-Jul-99","S","N","N",19.67307,-98.9593209
"MEXICO","TULTEPEC","E04858",108233,"INMUEBLES VENTA DE CARPIO, SA DE CV","CARRETERA  COACALCO-TULTEPEC NO.180 ","Real de Tultepec","54960","58851558","svctriangulo@lasuto.com","27-Aug-97","S","S","S",19.689912,-99.1317797
"MEXICO","TULTEPEC","E05137",108476,"SUPER SERVICIO TULTEPEC, S.A. DE C.V.","AV. 2 DE MARZO","Barrio El Calvario","54960","58929021","sanejetul@hotmail.com","20-Oct-98","S","S","S",18.4267658,-97.3630492
"MEXICO","TULTEPEC","E10957",115077,"ESTACION DE SERVICIO BORNEO, S.A. DE C.V.","AV. RECURSOS HIDRAULICOS NO. 46","SANTIAGO TEYAHUALCO","54980","25938341","es10957@corpogas.com .mx, gerardo@corpogas.com.mx,","8-Dec-11","S","S","S",19.6596683,-99.12579
"MEXICO","TULTEPEC","E11503",115623,"GASOLINERIA VENETO, S.A. DE C.V.","VENUSTIANO CARRANZA NO. 59","BARRIO JAJALPA","54980","55112186","es11503@corpogas.com.mx, gerardo@corpogas.com.mx,","24-Dec-12","S","S","S",19.5876864,-99.0463221
"MEXICO","TULTEPEC","J01269",1400385,"FLETES MEXICO CHIHUAHUA, S.A. DE C.V.","Joaquin Montenegro S/N","Santiago Teyahualco","59980","56823260","dpc1@igo.com.mx","8-Jul-04","N","N","S",19.6795346,-99.1274481
"MEXICO","TULTITLAN","E00249",108164,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","CARRETERA MEXICO-CUAUTITLAN KM. 27  ","Lecheria","54940","5262 38 00","vruiz@hidrosina.com.mx","17-May-99","S","S","S",19.6117395,-99.1907183
"MEXICO","TULTITLAN","E02930",107855,"SUPER SERVICIO SAN PABLO HERMANOS Y SUCESORES, SA DE CV","AV. UNIDAD MORELOS S/N","San Pablo de Las Salinas","54930","58757778","sanejetul@hotmail.com","3-Jun-96","S","S","S",19.6839048,-99.0893595
"MEXICO","TULTITLAN","E03980",108136,"SERVICIO RAVES, S.A. DE C.V.","VIA LOPEZ PORTILLO NO. 5","RECURSOS HIDRAULICOS","54959","55 11 21 86","es3980@corpogas.com.mx,gerardo.balcazar@corpogas.c","4-Nov-93","S","S","S",19.6188644,-99.1758329
"MEXICO","TULTITLAN","E04489",107838,"SERVICIO LA TURRIENTE, S.A. DE C.V.","VIA JOSE LOPEZ PORTILLO NO. 15","Mariano Escobedo","54946","58-84-13-42","turriente@grupocyma.com.mx","15-Apr-96","S","S","S",19.628678,-99.1362688
"MEXICO","TULTITLAN","E04602",108139,"SERVICIO TULTITLAN EXPRESS, S.A. DE C.V.","VIA JOSE LOPEZ PORTILLO NO. 75","RECURSOS HIDRAULICOS","54959","58848548","es4602@corpogas.com.mx, gerardo@corpogas.com.mx, f","7-Nov-96","S","S","N",19.601434,-99.1830793
"MEXICO","TULTITLAN","E05140",108474,"SERVICIO CUAHUTEPEC, SA DE CV","JOSE VIA LOPEZ PORTILLO NO. 192","SANTA MARIA CUAHUTEPEC","55700","55112186","es5140@corpogas.com.mx, gerardo@corpogas.com.mx, f","25-Sep-98","S","S","S",19.6334509,-99.1167292
"MEXICO","TULTITLAN","E06450",110570,"SERVICIO PANAMERICANO DE COMBUSTIBLES, S.A. DE C.V.","ALCANFORES NO. 150","Lazaro Cardenas","54916","58948064","javierescobar@retrogas.com.mx","26-Mar-02","S","S","S",19.2700453,-99.1153799
"MEXICO","TULTITLAN","E06505",110625,"SERVICIO TULTITLAN EXPRESS S.A. DE C.V.","VIA JOSE LOPEZ PORTILLO NO. 127","SAN MATEO CUAUTEPEC","54900","58673425","es6505@corpogas.com.mx,gerardo@corpogas.com.mx,fel","3-Jul-02","S","S","S",19.5974465,-99.1835447
"MEXICO","TULTITLAN","E06537",110657,"SERVICIO EJE TRES, S.A. DE C.V.","Solar S/N","San Pablo de Las Salinas","54930","58797667","sanejetul@hotmail.com","1-Aug-02","S","S","N",19.6709061,-99.1392167
"MEXICO","TULTITLAN","E06542",110662,"DIMECO S.A. DE C.V.","AV. LOS PRADOS ESQ. LA PRADERA  LT. 2 MZ. 1","Izcalli San Pablo","54930","26232095","masrielias@dimeco.com.mx","13-Aug-02","S","S","S",19.6647971,-99.0770128
"MEXICO","TULTITLAN","E06732",110852,"GASOLINERIA JANVAL, S.A. DE C.V.","Via Jose Lopez Portillo No. 93","Buenavista","54944","58-84-64-64","gasolineriajanval@yahoo.com.mx","3-Jan-03","S","S","N",19.6207364,-99.1678379
"MEXICO","TULTITLAN","E06737",110857,"ALTAVILLA, S.A. DE C.V.","JOSE LOPEZ PORTILLO NO. 46","San Francisco Chilpan","54940","53967082","saltavilla@lasuto.com","26-Nov-02","S","S","N",19.628678,-99.1362688
"MEXICO","TULTITLAN","E06886",111006,"COMBUSTIBLES INSURGENTES S.A. DE C.V.","VIA JOSE LOPEZ PORTILLO S/N","BELLO HORIZONTE","54948","555805888","es6886@corpogas.com.mx, gerardo@corpogas.com.mx, f","19-Mar-03","S","S","N",19.628678,-99.1362688
"MEXICO","TULTITLAN","E07188",111308,"AUTOSERVICIO MASGASOLINA, S.A. DE C.V.","AV. INDEPENDENCIA NO. 112","Los Reyes ","54900","5888-5007/5888-5072","joseluis.garcia@tcgeminis.com.mx","8-Sep-03","S","S","S",19.2024914,-99.0457641
"MEXICO","TULTITLAN","E07274",111394,"INMOBILIARIA TETITO, S.A. DE C.V.","AV. JOSE LOPEZ PORTILLO NO. 114","Bello Horizonte","54948","55208244","gcejudogarcia@yahoo.com.mx","27-Nov-03","S","S","S",19.628678,-99.1362688
"MEXICO","TULTITLAN","E07321",111441,"PETROMAX, S.A. DE C.V.","AV. INDEPENDENCIA NO. 116 ESQ. BOULEVARD TULTITLAN","LOS REYES","54900","81306856","itza.terrazas@petro-7.com.mx","23-Dec-03","S","S","S",19.6532275,-99.166758
"MEXICO","TULTITLAN","E07591",111711,"SUPER SERVICIO IZCALLI, S.A. DE C.V.","BOULEVARD TULTITLAN NO. 157","Barrio Los Reyes","54900","58843102","izcalli@prodigy.net.mx  jcamposmayeli@hotmail.com","38278","S","S","S",19.64413,-99.167965
"MEXICO","TULTITLAN","E07937",112057,"SERVICIO PRONTO, S.A. DE C.V.","BOULEVARD TULTITLAN ORIENTE NO. 72","BARRIO DE REYES","54900","52554151","a_llanos_c@hotmail.com","10-Feb-05","S","S","S",19.644178,-99.1665635
"MEXICO","TULTITLAN","E08715",112835,"GASOLINERIA DIVISION ZAPATA S.A. DE C.V.","AUTOPISTA MEXICO-QUERETARO KM 32.5 ","Lecheria","54940","58 86 19 76","promero@grupoautofin.com","39114","S","S","S",19.6117395,-99.1907183
"MEXICO","TULTITLAN","E08847",112967,"GASOLINERIA TURQUESA S.A. DE C.V.","AV. CANAL DE CASTERA NO. 72","SAN PABLO DE LAS SALINAS","54934","58346200","es8847@corpogas.com.mx,gerardo@corpogas.com.mx,fel","31-Jul-07","S","S","N",19.6839603,-99.0853576
"MEXICO","TULTITLAN","E09726",113846,"INMOBILIARIA CORREDOR TULTITLAN, S.A. DE C.V.","AV. RECURSOS HIDRAULICOS N0. 240","PUEBLO SAN PABLO DE LAS SALINAS","54932","21598352","es9726@corpogas.com.mx,gerardo@corpogas.com.mx,fel","14-May-09","S","S","S",19.6612758,-99.0788806
"MEXICO","TULTITLAN","E09963",114083,"TULTI ESTACION, S.A. DE C.V.","AV. MEXIQUENSE S/N","LOS PORTALES","54910","58672670","es9963@corpogas.com.mx, gerardo@corpogas.com.mx, f","14-Sep-10","S","S","S",19.6393708,-99.151004
"MEXICO","TULTITLAN","E11631",115751,"AUTOSERVICIO MASGASOLINA S.A. DE C.V.","AVENIDA RECURSOS HIDRAULICOS NO.202","SAN PABLO DE LAS SALINAS","54938","58843349","joseluis.garcia@tcgeminis.com.mx","21-May-13","S","S","S",19.6495883,-99.0637444
"MEXICO","TULTITLAN","E12190",116310,"SERVICIO JOPARLS, S.A.DE C.V.","AV. EL TESORO ESQ. CALLE ORO","EL TESORO","54957","46-20-10-18","aucepatty@yahoo.com","","N","N","N",19.5982216,-99.1648405
"MEXICO","VALLE DE BRAVO","E00932",106582,"EMILIO ISMAEL GARCIA HERNANDEZ","AV. LIC. BENITO JUAREZ NO. 502","CENTRO","51200","","","31-Aug-93","S","S","S",27.4863391,-109.9229483
"MEXICO","VALLE DE BRAVO","E03284",106547,"GAS LA CA%ADA, S.A. DE C.V.","KM 6 CARRET. VALLE DE BRAVO-TEMASCALTEPEC",".","51200","(55) 55-66-70-15","fermin.gomez@yahoo.com.mx","16-Aug-93","S","S","S",28.7047978,-100.5510976
"MEXICO","VALLE DE BRAVO","E09014",113134,"ORVI COMBUSTIBLES, S.A. DE C.V.","CARRETERA VALLE DE BRAVO-TOLUCA KM. 25.000","C/C","51200","722 2707030 2707031","orviarza@prodigy.net.mx","3-May-07","S","S","S",19.017675,-98.8033751
"MEXICO","VALLE DE CHALCO SOLIDARIDAD","E05490",108955,"GRUPO GASOLINERO DEL SUR, S.A. DE C.V.","CARRETERA FEDERAL MEXICO-PUEBLA KM. 22.5","EX HACIENDA SAN ISIDRO","56600","59 74 27 03","","9-Feb-00","S","S","S",19.3549246,-98.978582
"MEXICO","VALLE DE CHALCO SOLIDARIDAD","E08077",112197,"SERVICIO VILLAMANIN S.A. DE C.V.","AV. ALFREDO DEL MAZO NO.208-A ","SANTA CRUZ ","56617","59-71-55-05","serviciovillamanin@yahoo.com.mx","29-Apr-05","S","S","S",19.2900273,-98.9407089
"MEXICO","VALLE DE CHALCO SOLIDARIDAD","E08146",112266,"OPERADORA SALO S.A. DE C.V.","AUTOPISTA PUEBLA-MEXICO KM 22.500","SAN ISIDRO","56617","17-08-15-18","operadora_salo@yahoo.com.mx","25-May-05","S","S","S",19.4041907,-102.0426814
"MEXICO","VILLA DE ALLENDE","E08249",112369,"ESTACION DE SERVICIO EL JACAL S.A. DE C.V.","CARRETERA FEDERAL TOLUCA-NOGALES KM. 55.5","VILLA DE ALLENDE","51000","017262511843","litapies@gmail.com y  jacalf33@yahoo.com.mx","31-Aug-05","S","S","S",19.3825424,-99.2525397
"MEXICO","VILLA DE ALLENDE","E08502",112622,"ORVI COMBUSTIBLES S.A. DE C.V.","CARRETERA LAS CASITAS KM 5.2",".","51000","722 2707030 2707031","orviarza@prodigy.net.mx","14-Jul-06","S","S","S",19.3693475,-99.2428785
"MEXICO","VILLA DEL CARBON","E02860",108154,"SUPER SERVICIO VILLA DEL CARBON, S.A. DE C.V.","AV. ALFREDO DEL MAZO NO.14","CENTRO","54300","0159130347","bontrialservicios@prodigy.net.mx","22-Nov-94","S","S","S",19.5404883,-99.1542202
"MEXICO","VILLA DEL CARBON","E10408",114528,"SERVICIO ZACAPEXCO, S.A. DE C.V.","BARRIO DE LOS ALANIS DOMICILIO CONOCIDO S/N","SAN JERONIMO ZACAPEXCO","54300","58234703","bontrialservicios1@prodigy.net.mx","17-Dec-10","S","S","S",19.7233838,-99.479771
"MEXICO","VILLA GUERRERO","E00973",106559,"SERVICIO GUIPOLLALI, S.A. DE C.V.","GALEANA Y JOSE MA. GARCIA S/N.",".","50000","(714) 146-00-97","guipollali@yahoo.com.mx","15-Jul-93","S","S","N",25.6445514,-100.385858
"MEXICO","VILLA GUERRERO","E07593",111713,"GOMEZ GUTIERREZ DOLORES CRISTINA","VIALIDAD 2 DE MARZO NO. 1053","VILLA GUERRERO","51760","","","28-Apr-04","S","S","S",18.96,-99.64
"MEXICO","VILLA VICTORIA","E00974",106598,"SERVICIO SALGADO E HIJOS_S.A. DE C.V.","KM.115 CARR. MEXICO-GUADALAJARA",".","50000","726 2515096","serviciosalgado@hotmail.com","22-Jul-93","S","S","S",20.6789928,-103.370771
"MEXICO","ZINACANTEPEC","E00947",106584,"OPERAGAS,S.A DE C.V.","PASEO ADOLFO LOPEZ MATEOS # 102","OJUELOS","51356","(722) 1995401 Y 02","direccion@operagas.com","15-Jul-92","S","S","S",19.2752213,-99.6844481
"MEXICO","ZINACANTEPEC","E00976",106628,"RECAR SUPER SERVICIO , SA DE CV","AV. 16 DE SEPTIEMBRE NO. 113",".","50000","01 722 215 91 55","cballinn@cbgrupo.com.mx","24-Jan-95","S","S","S",19.2791809,-99.1347801
"MEXICO","ZINACANTEPEC","E08439",112559,"DAVID LOPEZ FLORES","CALZADA LA HUERTA # 206","TRANSFIGURACION","51357","","","23-Dec-05","S","S","N",19.2646697,-99.7406
"MEXICO","ZINACANTEPEC","E09903",114023,"SERVITRIANGULO, S.A. DE C.V.","AV.ADOLFO LOPEZ MATEOS NUM.102","OJUELOS","51350","722-199-5401","direccion@operagas.com","29-Apr-09","S","S","S",19.2752213,-99.6844481
